timestamp,location,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,pressure,aqi
2025-01-03 11:00:00,Mumbai,144.14,217.72,38.53,23.63,0.78,37.58,33.9,64.1,8.7,0.0,1007.8,304
2025-01-03 12:00:00,Bhopal,93.23,156.88,51.12,16.94,1.64,48.48,36.9,60.7,8.1,0.0,1014.7,212
2025-01-03 13:00:00,Indore,103.5,147.5,53.26,18.5,1.05,43.12,26.2,81.3,8.6,0.0,1021.1,222
2025-01-03 14:00:00,Delhi,71.28,123.72,51.67,17.21,1.17,37.31,29.6,75.1,9.5,0.0,1020.3,167
2025-01-03 15:00:00,Bhopal,68.13,95.49,32.62,24.77,1.39,53.22,38.1,51.5,9.2,0.0,1003.0,145
2025-01-03 16:00:00,Mumbai,138.44,207.48,47.24,12.74,1.63,40.04,15.3,62.1,7.7,2.5,1009.6,294
2025-01-03 17:00:00,Bhopal,157.47,267.12,50.46,13.17,1.07,50.66,23.9,50.3,8.1,0.0,1013.5,348
2025-01-03 18:00:00,Bhopal,107.48,164.07,45.11,24.06,1.81,42.28,36.8,85.8,3.8,0.0,1018.4,232
2025-01-03 19:00:00,Indore,145.12,209.09,13.7,17.73,0.35,12.9,34.6,72.2,6.2,12.0,1013.0,294
2025-01-03 20:00:00,Delhi,122.66,189.39,47.41,26.27,1.5,50.66,31.1,57.5,8.2,0.0,1018.4,265
2025-01-03 21:00:00,Bhopal,87.42,131.84,78.19,13.97,0.86,36.62,25.3,58.0,5.8,0.0,1008.7,201
2025-01-03 22:00:00,Bhopal,122.65,213.05,39.6,17.67,1.75,34.38,22.7,76.7,10.6,0.0,1013.6,273
2025-01-03 23:00:00,Mumbai,163.83,249.9,34.08,12.47,1.26,38.38,24.5,63.7,6.0,12.0,1013.8,344
2025-01-04 00:00:00,Bhopal,108.75,186.56,50.6,18.04,0.93,30.86,37.3,78.4,8.6,2.5,1018.6,246
2025-01-04 01:00:00,Bhopal,164.76,289.45,49.69,9.13,1.47,37.72,24.2,22.1,8.3,0.0,1016.5,368
2025-01-04 02:00:00,Delhi,18.31,28.81,62.89,15.07,1.56,27.9,28.6,61.9,10.2,0.0,1015.5,57
2025-01-04 03:00:00,Delhi,138.77,244.78,26.13,9.38,1.46,50.29,23.5,47.3,10.7,0.0,1016.2,305
2025-01-04 04:00:00,Mumbai,113.05,175.33,55.97,22.16,0.79,33.64,33.1,81.3,10.1,0.0,1006.0,248
2025-01-04 05:00:00,Bhopal,99.53,177.73,53.86,22.3,1.01,30.41,24.8,78.2,1.7,2.5,1011.1,231
2025-01-04 06:00:00,Bhopal,113.21,162.54,42.87,7.62,1.2,23.9,27.4,55.5,11.6,0.0,1007.0,239
2025-01-04 07:00:00,Bhopal,40.44,67.72,50.08,26.0,1.18,38.23,17.9,78.0,12.6,0.0,1008.7,100
2025-01-04 08:00:00,Indore,102.31,163.45,60.44,32.98,1.5,37.25,18.3,81.7,6.6,0.0,1011.1,230
2025-01-04 09:00:00,Indore,122.5,190.49,58.08,18.28,0.39,39.66,28.0,56.1,8.7,0.0,1000.7,269
2025-01-04 10:00:00,Mumbai,161.73,267.35,27.85,14.15,1.33,22.67,20.0,92.1,5.3,0.0,1011.3,347
2025-01-04 11:00:00,Indore,91.86,154.47,57.3,34.95,1.08,15.79,40.6,54.5,2.2,2.5,1008.1,211
2025-01-04 12:00:00,Mumbai,81.7,114.53,44.03,10.09,0.86,42.51,15.6,51.8,5.8,12.0,1006.7,175
2025-01-04 13:00:00,Bhopal,92.44,135.59,46.09,18.12,0.9,52.82,23.2,68.0,6.4,12.0,1012.5,200
2025-01-04 14:00:00,Indore,142.04,239.37,46.1,19.08,1.11,22.68,28.1,49.7,6.9,2.5,1010.1,313
2025-01-04 15:00:00,Delhi,121.51,202.5,42.75,26.07,0.1,54.07,25.8,56.3,5.1,0.0,1013.7,268
2025-01-04 16:00:00,Indore,91.46,163.38,62.88,20.16,0.92,38.41,21.4,76.1,5.8,2.5,1008.8,216
2025-01-04 17:00:00,Bhopal,127.96,218.1,43.74,15.01,0.85,34.92,22.3,55.3,8.0,0.0,1011.1,284
2025-01-04 18:00:00,Delhi,113.4,201.88,28.21,12.29,1.41,30.23,22.1,29.6,5.7,12.0,1024.3,252
2025-01-04 19:00:00,Mumbai,143.9,241.9,39.1,15.95,0.88,18.39,26.3,60.5,9.6,12.0,1015.1,315
2025-01-04 20:00:00,Bhopal,85.43,129.78,47.68,11.96,1.11,46.85,39.7,44.6,10.0,0.0,1007.8,188
2025-01-04 21:00:00,Delhi,98.53,142.1,63.44,18.29,1.82,25.69,28.5,68.0,15.1,0.0,1018.2,216
2025-01-04 22:00:00,Indore,96.28,164.9,54.05,14.61,1.6,25.64,35.1,65.4,11.4,12.0,1019.7,220
2025-01-04 23:00:00,Mumbai,58.78,97.43,32.24,9.04,1.56,46.9,31.0,77.1,8.7,0.0,1015.0,133
2025-01-05 00:00:00,Indore,120.36,170.83,82.28,25.53,1.0,12.4,34.7,68.6,6.1,0.0,1008.1,264
2025-01-05 01:00:00,Delhi,119.14,183.95,48.97,15.01,1.42,16.72,11.2,71.4,8.9,0.0,1017.2,258
2025-01-05 02:00:00,Delhi,110.18,196.42,64.13,10.39,1.11,34.78,26.2,45.0,9.0,12.0,1009.1,256
2025-01-05 03:00:00,Bhopal,101.79,162.88,42.72,16.99,1.12,38.52,35.8,67.1,6.5,0.0,1018.8,224
2025-01-05 04:00:00,Mumbai,60.46,95.11,53.0,18.41,1.36,40.82,24.6,84.5,10.4,0.0,1010.8,140
2025-01-05 05:00:00,Mumbai,95.28,150.83,57.59,7.52,0.96,31.38,38.6,44.7,3.8,0.0,1010.6,214
2025-01-05 06:00:00,Delhi,98.0,145.4,63.27,19.99,1.8,65.36,36.9,82.0,7.3,0.0,1014.6,217
2025-01-05 07:00:00,Bhopal,81.92,126.77,60.86,11.72,1.14,32.27,25.2,46.8,9.7,0.0,1019.1,186
2025-01-05 08:00:00,Delhi,104.36,161.53,58.08,28.27,1.45,32.23,25.0,42.2,7.1,0.0,1023.8,231
2025-01-05 09:00:00,Delhi,124.14,176.4,40.27,21.14,1.78,25.44,21.9,59.4,7.4,0.0,1012.1,259
2025-01-05 10:00:00,Mumbai,176.02,300.46,36.42,15.6,1.61,36.49,24.2,65.7,7.6,12.0,1010.0,384
2025-01-05 11:00:00,Indore,116.11,181.9,49.99,13.53,0.64,42.38,20.6,68.7,5.5,0.0,1007.9,254
2025-01-05 12:00:00,Indore,119.01,205.76,59.0,17.37,1.38,49.44,30.6,40.6,11.5,0.0,1004.6,271
2025-01-05 13:00:00,Mumbai,107.39,186.88,41.66,21.68,1.54,17.13,19.3,61.5,4.9,0.0,1007.0,242
2025-01-05 14:00:00,Bhopal,42.84,63.61,60.98,17.85,1.56,32.05,31.6,44.7,9.0,2.5,1013.2,105
2025-01-05 15:00:00,Mumbai,109.07,181.38,66.79,16.7,0.75,40.36,31.8,32.7,9.2,0.0,1017.3,249
2025-01-05 16:00:00,Bhopal,112.11,178.13,31.26,18.35,0.94,42.04,18.0,41.1,5.2,0.0,1007.5,241
2025-01-05 17:00:00,Mumbai,196.21,343.78,32.45,14.38,1.6,35.08,37.3,43.7,8.2,0.0,1015.9,429
2025-01-05 18:00:00,Bhopal,103.27,153.49,42.89,15.94,0.9,41.51,31.1,62.8,5.3,0.0,1007.7,221
2025-01-05 19:00:00,Delhi,120.55,201.46,49.61,5.49,1.08,25.29,32.5,72.3,12.2,0.0,1008.3,268
2025-01-05 20:00:00,Delhi,108.79,178.74,37.13,23.84,1.83,53.69,23.4,32.9,4.6,12.0,1006.7,238
2025-01-05 21:00:00,Bhopal,69.1,104.9,65.28,19.79,1.18,46.91,31.7,60.3,6.0,0.0,1018.7,160
2025-01-05 22:00:00,Mumbai,150.0,218.19,51.36,13.36,0.91,18.86,34.8,37.3,4.3,2.5,1020.0,316
2025-01-05 23:00:00,Delhi,136.32,226.38,45.59,29.39,0.85,22.1,27.4,64.4,3.9,2.5,1008.4,300
2025-01-06 00:00:00,Mumbai,137.69,233.44,23.46,18.52,1.33,22.44,40.0,45.7,12.8,0.0,1008.0,298
2025-01-06 01:00:00,Indore,78.17,119.31,25.26,11.78,0.67,43.14,28.3,39.2,9.6,0.0,1015.1,167
2025-01-06 02:00:00,Delhi,159.1,263.77,49.22,23.14,1.1,19.58,34.8,67.0,8.4,0.0,1020.6,348
2025-01-06 03:00:00,Mumbai,60.94,94.94,13.01,20.39,1.33,31.03,29.8,46.2,6.0,0.0,1020.1,129
2025-01-06 04:00:00,Mumbai,130.54,220.0,60.19,20.37,1.72,40.46,31.5,50.3,10.7,0.0,1010.1,293
2025-01-06 05:00:00,Indore,186.67,276.21,42.63,15.45,1.47,34.21,18.0,21.7,5.5,0.0,1011.1,389
2025-01-06 06:00:00,Mumbai,75.33,132.29,93.65,20.7,0.91,38.11,30.2,69.2,10.4,0.0,1005.8,189
2025-01-06 07:00:00,Bhopal,90.18,136.62,79.62,16.43,1.67,22.21,23.6,67.3,5.4,12.0,1010.0,207
2025-01-06 08:00:00,Delhi,113.49,175.58,42.28,21.34,1.08,42.14,22.9,55.1,6.1,0.0,1012.5,245
2025-01-06 09:00:00,Bhopal,92.38,131.48,43.4,6.57,0.71,27.64,38.5,32.1,10.3,12.0,1005.3,197
2025-01-06 10:00:00,Indore,55.73,80.5,59.93,15.4,1.13,31.1,26.7,73.1,10.6,0.0,1009.3,129
2025-01-06 11:00:00,Bhopal,112.4,180.55,70.55,28.33,1.78,37.85,22.0,45.0,9.8,0.0,1013.1,254
2025-01-06 12:00:00,Mumbai,72.82,109.74,20.43,13.4,1.27,36.24,25.8,48.2,4.9,0.0,1004.4,154
2025-01-06 13:00:00,Indore,126.58,219.51,18.2,14.38,1.21,35.29,20.2,89.7,6.7,0.0,1014.3,275
2025-01-06 14:00:00,Indore,77.82,109.41,35.67,15.31,1.85,25.99,36.6,44.4,8.5,0.0,1017.1,165
2025-01-06 15:00:00,Bhopal,164.25,254.85,53.74,10.71,0.63,31.41,23.8,66.1,5.5,0.0,1014.9,353
2025-01-06 16:00:00,Indore,82.59,126.76,52.45,4.75,0.69,35.03,31.2,63.4,12.1,0.0,1009.5,184
2025-01-06 17:00:00,Bhopal,98.73,138.98,61.05,16.62,0.55,18.5,36.1,60.9,1.0,0.0,1017.9,214
2025-01-06 18:00:00,Bhopal,138.47,200.75,27.0,18.82,1.35,29.45,25.0,59.2,5.7,0.0,1018.9,285
2025-01-06 19:00:00,Bhopal,66.92,104.76,10.26,17.68,1.27,39.65,31.2,60.6,6.5,0.0,1013.6,141
2025-01-06 20:00:00,Indore,117.96,188.4,57.87,17.13,1.82,19.67,21.8,59.1,1.0,12.0,1012.7,261
2025-01-06 21:00:00,Indore,155.75,243.24,32.58,18.26,1.3,48.88,42.7,54.2,3.8,2.5,1008.9,329
2025-01-06 22:00:00,Delhi,53.74,86.65,14.72,24.14,1.04,50.24,33.6,77.7,9.9,0.0,1010.0,116
2025-01-06 23:00:00,Bhopal,116.46,190.77,47.18,16.86,1.2,20.06,26.8,35.3,8.1,2.5,1017.4,257
2025-01-07 00:00:00,Bhopal,119.1,167.21,56.9,14.56,1.25,51.29,23.4,70.3,12.7,2.5,1021.2,253
2025-01-07 01:00:00,Bhopal,137.36,217.81,43.17,16.31,0.53,33.28,27.3,67.3,12.6,0.0,1009.9,296
2025-01-07 02:00:00,Bhopal,66.71,119.1,38.13,21.48,2.28,40.02,26.0,65.5,9.3,12.0,1011.1,155
2025-01-07 03:00:00,Bhopal,63.78,102.54,42.61,26.47,1.41,29.04,39.7,71.8,8.9,0.0,1008.8,145
2025-01-07 04:00:00,Bhopal,128.27,214.34,39.44,14.23,1.28,46.08,20.6,53.6,8.2,2.5,1009.8,281
2025-01-07 05:00:00,Bhopal,120.39,183.57,24.78,18.59,1.45,39.87,28.8,27.0,1.0,2.5,1005.7,253
2025-01-07 06:00:00,Delhi,118.77,203.04,34.28,20.03,1.48,25.23,27.9,53.9,3.8,0.0,1014.1,262
2025-01-07 07:00:00,Delhi,122.13,208.73,52.82,12.04,1.14,21.02,27.3,40.1,8.3,0.0,1005.7,275
2025-01-07 08:00:00,Mumbai,86.2,138.65,49.83,18.12,0.95,17.48,27.3,44.0,9.8,2.5,1009.3,194
2025-01-07 09:00:00,Bhopal,118.13,211.5,47.52,9.21,1.44,37.26,27.3,36.4,8.9,0.0,1011.7,269
2025-01-07 10:00:00,Bhopal,120.26,174.4,30.07,7.39,1.35,41.87,33.2,47.8,5.3,0.0,1005.4,250
2025-01-07 11:00:00,Delhi,85.0,119.57,42.28,20.2,0.88,42.81,31.7,46.1,10.8,0.0,1008.1,181
2025-01-07 12:00:00,Delhi,175.3,299.43,12.34,15.7,1.77,33.58,30.5,19.3,12.4,0.0,1006.4,375
2025-01-07 13:00:00,Bhopal,126.58,218.09,47.68,19.21,1.32,21.12,10.0,65.5,10.8,0.0,1017.5,283
2025-01-07 14:00:00,Bhopal,68.3,98.91,66.43,17.89,1.49,26.82,29.8,88.3,11.0,0.0,1019.1,157
2025-01-07 15:00:00,Delhi,132.98,200.3,22.89,12.14,1.76,48.83,18.1,64.1,6.3,0.0,1008.1,277
2025-01-07 16:00:00,Delhi,75.89,106.77,36.21,17.73,1.21,29.18,31.9,52.0,11.2,0.0,1025.0,161
2025-01-07 17:00:00,Mumbai,137.55,208.7,49.94,10.6,1.33,36.72,36.8,54.2,8.4,12.0,1007.3,295
2025-01-07 18:00:00,Mumbai,150.55,257.33,63.79,26.35,1.52,22.09,22.4,48.7,9.5,0.0,1009.9,338
2025-01-07 19:00:00,Bhopal,81.28,130.63,38.28,9.86,0.91,39.04,26.4,56.4,9.1,0.0,1014.5,180
2025-01-07 20:00:00,Delhi,143.72,221.22,34.62,16.83,1.22,29.51,24.4,54.4,7.6,0.0,1014.9,304
2025-01-07 21:00:00,Mumbai,124.45,192.73,15.47,11.75,1.25,47.56,35.4,42.4,5.4,2.5,1010.4,259
2025-01-07 22:00:00,Bhopal,138.77,194.36,46.55,21.42,0.82,44.28,28.6,80.2,7.8,2.5,1017.5,289
2025-01-07 23:00:00,Mumbai,176.39,268.1,75.63,16.01,2.13,29.05,38.4,32.7,11.0,12.0,1018.0,381
2025-01-08 00:00:00,Mumbai,101.41,168.2,49.16,14.89,0.64,33.48,30.5,65.8,6.7,2.5,1012.0,227
2025-01-08 01:00:00,Mumbai,83.62,149.65,44.67,23.12,0.68,28.39,29.5,53.5,10.7,12.0,1011.2,194
2025-01-08 02:00:00,Indore,78.87,137.14,49.83,18.18,1.73,17.97,28.4,83.5,10.2,0.0,1008.9,183
2025-01-08 03:00:00,Bhopal,81.45,114.79,44.83,21.1,1.49,24.71,32.9,60.1,7.1,0.0,1006.8,175
2025-01-08 04:00:00,Mumbai,107.3,188.79,32.8,12.11,0.79,37.38,17.6,49.6,12.2,0.0,1008.0,240
2025-01-08 05:00:00,Bhopal,121.94,208.92,57.35,9.57,1.44,38.9,28.5,51.3,6.9,0.0,1014.7,276
2025-01-08 06:00:00,Bhopal,119.68,204.92,48.39,18.64,1.79,36.78,27.6,55.6,12.5,0.0,1012.0,268
2025-01-08 07:00:00,Delhi,138.95,219.99,45.26,16.09,1.19,31.38,32.4,37.9,9.3,0.0,1010.8,300
2025-01-08 08:00:00,Bhopal,110.46,172.22,30.37,21.76,2.24,46.2,26.9,43.5,8.0,0.0,1009.1,236
2025-01-08 09:00:00,Mumbai,160.87,244.72,64.55,17.52,0.51,35.76,21.8,28.2,5.3,12.0,1009.3,347
2025-01-08 10:00:00,Bhopal,100.74,143.68,54.97,19.23,1.48,43.44,28.0,41.2,7.7,12.0,1011.8,217
2025-01-08 11:00:00,Delhi,205.21,306.02,36.71,8.26,1.67,13.71,21.5,56.4,7.4,0.0,1011.4,426
2025-01-08 12:00:00,Indore,131.9,197.67,60.03,29.33,1.56,5.0,16.4,59.5,4.2,0.0,1012.0,285
2025-01-08 13:00:00,Indore,80.0,127.49,37.54,17.01,1.12,38.41,32.4,25.3,7.3,12.0,1009.8,177
2025-01-08 14:00:00,Delhi,72.52,123.21,33.27,22.19,1.08,17.9,31.5,52.9,5.6,12.0,1008.6,163
2025-01-08 15:00:00,Mumbai,126.89,201.69,33.6,12.98,1.38,32.45,30.8,63.5,9.8,2.5,1012.0,272
2025-01-08 16:00:00,Mumbai,102.18,145.41,18.43,19.85,1.53,31.37,35.8,52.6,11.9,12.0,1015.2,209
2025-01-08 17:00:00,Mumbai,134.99,240.7,52.07,10.18,1.44,54.05,24.0,45.5,4.3,0.0,1009.5,306
2025-01-08 18:00:00,Bhopal,126.56,224.91,17.53,20.71,1.62,39.8,19.4,48.8,13.1,0.0,1000.1,277
2025-01-08 19:00:00,Indore,107.45,184.18,26.57,15.86,0.79,36.99,27.6,46.9,7.6,0.0,1005.2,236
2025-01-08 20:00:00,Mumbai,80.36,144.37,13.87,18.18,1.11,45.04,25.9,45.4,5.1,2.5,1017.4,178
2025-01-08 21:00:00,Indore,56.98,92.18,43.71,22.19,0.82,39.42,22.9,57.6,10.3,0.0,1017.0,132
2025-01-08 22:00:00,Delhi,94.37,168.46,42.75,10.6,1.05,29.51,27.5,89.6,6.7,0.0,1015.2,216
2025-01-08 23:00:00,Indore,139.97,200.2,40.1,13.89,1.61,47.86,24.3,43.8,7.8,2.5,1014.6,291
2025-01-09 00:00:00,Mumbai,117.49,181.68,29.36,20.74,1.24,21.68,17.0,50.2,6.8,0.0,1017.1,249
2025-01-09 01:00:00,Indore,66.4,98.94,27.42,30.59,2.24,38.88,25.4,54.2,5.5,0.0,1010.3,142
2025-01-09 02:00:00,Delhi,116.06,171.58,51.97,17.17,1.28,16.43,21.2,44.7,10.2,12.0,1012.7,249
2025-01-09 03:00:00,Indore,123.49,179.84,36.74,21.55,1.22,37.45,29.4,71.5,7.1,0.0,1008.1,259
2025-01-09 04:00:00,Bhopal,79.06,130.38,49.75,17.36,1.24,37.32,24.1,19.4,3.7,0.0,1011.1,180
2025-01-09 05:00:00,Delhi,115.38,197.59,31.72,29.65,0.94,55.12,34.7,47.0,9.7,0.0,1021.5,254
2025-01-09 06:00:00,Bhopal,112.04,182.77,47.72,7.52,1.18,16.22,37.6,67.3,4.4,0.0,1007.9,248
2025-01-09 07:00:00,Bhopal,70.0,102.11,64.55,18.57,1.65,27.79,32.1,50.6,4.5,0.0,1006.2,160
2025-01-09 08:00:00,Mumbai,122.52,211.28,53.79,8.25,1.25,44.87,18.7,42.7,11.6,12.0,1011.0,277
2025-01-09 09:00:00,Mumbai,129.63,214.45,38.81,2.96,0.88,39.02,37.0,61.6,4.4,2.5,1010.0,283
2025-01-09 10:00:00,Delhi,147.91,230.03,48.86,19.78,0.83,37.16,37.5,68.6,1.1,2.5,1013.3,318
2025-01-09 11:00:00,Mumbai,146.88,245.24,41.39,18.84,1.02,23.53,28.1,58.2,9.9,0.0,1016.0,321
2025-01-09 12:00:00,Indore,61.78,92.92,45.12,16.29,1.23,27.91,35.9,43.0,7.1,0.0,1010.1,139
2025-01-09 13:00:00,Delhi,77.18,118.7,40.12,17.36,1.68,49.94,24.7,61.8,7.3,0.0,1022.5,170
2025-01-09 14:00:00,Mumbai,128.03,226.22,42.53,36.59,0.66,34.38,16.8,49.0,7.1,0.0,1018.2,287
2025-01-09 15:00:00,Mumbai,127.98,194.05,48.18,16.45,1.07,39.5,23.4,66.2,8.7,0.0,1008.2,275
2025-01-09 16:00:00,Indore,128.03,203.31,30.1,21.06,1.26,33.62,38.4,77.2,5.7,0.0,1011.6,273
2025-01-09 17:00:00,Bhopal,244.85,429.96,29.76,14.1,0.47,20.8,19.1,15.9,12.4,0.0,1014.6,500
2025-01-09 18:00:00,Indore,129.98,218.77,24.17,19.77,0.87,46.21,28.0,56.7,3.6,0.0,1007.9,281
2025-01-09 19:00:00,Bhopal,149.74,213.37,21.0,16.57,0.93,41.04,28.2,29.0,9.3,0.0,1001.7,304
